Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
01-Feb-24,Thursday,February,Q1,2024,EQ,2870.00,2886.70,2836.10,2853.25,2851.50,2853.30,2857.88,2919.95,2220.30,6674681.00,259110.00
31-Jan-24,Wednesday,January,Q1,2024,EQ,2808.00,2868.50,2805.00,2815.25,2850.00,2853.25,2847.99,2919.95,2220.30,7565113.00,343623.00
30-Jan-24,Tuesday,January,Q1,2024,EQ,2919.90,2919.95,2808.85,2896.10,2818.25,2815.25,2854.34,2919.95,2220.30,7046989.00,314728.00
29-Jan-24,Monday,January,Q1,2024,EQ,2729.00,2905.00,2720.35,2706.15,2890.10,2896.10,2842.26,2905.00,2220.30,11946719.00,464414.00
25-Jan-24,Thursday,January,Q1,2024,EQ,2685.90,2728.30,2670.40,2687.75,2711.00,2706.15,2697.07,2792.90,2220.30,5904436.00,199408.00
24-Jan-24,Wednesday,January,Q1,2024,EQ,2670.45,2699.00,2647.85,2657.15,2694.90,2687.75,2664.32,2792.90,2220.30,10959564.00,253093.00
23-Jan-24,Tuesday,January,Q1,2024,EQ,2743.50,2743.50,2645.10,2713.30,2656.75,2657.15,2674.90,2792.90,2220.30,10027710.00,337484.00
20-Jan-24,Saturday,January,Q1,2024,EQ,2730.00,2766.95,2700.00,2734.90,2716.00,2713.30,2734.20,2792.90,2220.30,3641697.00,128579.00
19-Jan-24,Friday,January,Q1,2024,EQ,2752.00,2752.00,2718.00,2735.90,2736.45,2734.90,2732.29,2792.90,2220.30,5211352.00,275902.00
18-Jan-24,Thursday,January,Q1,2024,EQ,2702.80,2742.00,2702.50,2723.15,2734.75,2735.90,2724.93,2792.90,2220.30,5139719.00,253448.00
17-Jan-24,Wednesday,January,Q1,2024,EQ,2719.00,2772.55,2710.05,2749.25,2723.50,2723.15,2738.75,2792.90,2220.30,6098691.00,312203.00
16-Jan-24,Tuesday,January,Q1,2024,EQ,2779.95,2792.60,2741.00,2788.25,2746.80,2749.25,2770.68,2792.90,2220.30,4534512.00,235619.00
15-Jan-24,Monday,January,Q1,2024,EQ,2750.00,2792.90,2732.00,2741.45,2786.00,2788.25,2768.73,2792.90,2220.30,4305297.00,237252.00
12-Jan-24,Friday,January,Q1,2024,EQ,2719.80,2746.65,2691.50,2719.80,2740.50,2741.45,2729.49,2746.65,2220.30,7506082.00,434055.00
11-Jan-24,Thursday,January,Q1,2024,EQ,2659.00,2725.00,2657.00,2650.10,2716.00,2719.80,2695.73,2725.00,2220.30,11862926.00,581952.00
10-Jan-24,Wednesday,January,Q1,2024,EQ,2577.00,2659.00,2575.05,2580.50,2655.00,2650.10,2616.79,2659.00,2220.30,5551370.00,179441.00
09-Jan-24,Tuesday,January,Q1,2024,EQ,2600.00,2606.80,2577.20,2587.35,2580.50,2580.50,2592.44,2634.00,2220.30,2701537.00,130706.00
08-Jan-24,Monday,January,Q1,2024,EQ,2610.00,2631.95,2568.95,2607.70,2586.00,2587.35,2600.55,2634.00,2220.30,3867326.00,171169.00
05-Jan-24,Friday,January,Q1,2024,EQ,2602.90,2619.85,2598.00,2596.65,2609.00,2607.70,2606.82,2634.00,2220.30,4043203.00,211413.00
04-Jan-24,Thursday,January,Q1,2024,EQ,2588.00,2609.85,2579.10,2583.30,2600.00,2596.65,2597.37,2634.00,2220.30,4806389.00,267185.00
03-Jan-24,Wednesday,January,Q1,2024,EQ,2610.00,2634.00,2577.20,2611.70,2580.75,2583.30,2606.46,2634.00,2220.30,4518768.00,198303.00
02-Jan-24,Tuesday,January,Q1,2024,EQ,2585.00,2615.00,2573.00,2590.25,2609.00,2611.70,2596.75,2630.95,2220.30,3724400.00,175872.00
01-Jan-24,Monday,January,Q1,2024,EQ,2580.55,2606.85,2573.15,2584.95,2588.45,2590.25,2588.14,2630.95,2220.30,2015270.00,115559.00
29-Dec-23,Friday,December,Q4,2023,EQ,2611.10,2614.00,2579.30,2605.55,2587.00,2584.95,2589.61,2630.95,2220.30,5432292.00,248419.00
28-Dec-23,Thursday,December,Q4,2023,EQ,2589.80,2612.00,2586.85,2586.85,2605.00,2605.55,2602.58,2630.95,2220.30,6151318.00,228625.00
27-Dec-23,Wednesday,December,Q4,2023,EQ,2582.00,2599.90,2573.10,2578.05,2583.35,2586.85,2586.56,2630.95,2220.30,4602078.00,191497.00
26-Dec-23,Tuesday,December,Q4,2023,EQ,2568.00,2591.95,2562.70,2565.05,2579.00,2578.05,2579.88,2630.95,2220.30,3732832.00,188513.00
22-Dec-23,Friday,December,Q4,2023,EQ,2559.60,2580.90,2547.65,2562.55,2561.00,2565.05,2559.79,2630.95,2220.30,8270892.00,274088.00
21-Dec-23,Thursday,December,Q4,2023,EQ,2527.00,2573.50,2518.25,2527.15,2561.00,2562.55,2551.74,2630.95,2220.30,6882727.00,235158.00
20-Dec-23,Wednesday,December,Q4,2023,EQ,2571.05,2598.85,2520.00,2558.10,2529.40,2527.15,2563.63,2630.95,2220.30,8868361.00,372595.00
19-Dec-23,Tuesday,December,Q4,2023,EQ,2555.00,2573.90,2525.20,2521.00,2556.50,2558.10,2553.63,2630.95,2220.30,8410302.00,331728.00
18-Dec-23,Monday,December,Q4,2023,EQ,2495.60,2534.90,2490.95,2495.60,2520.00,2521.00,2521.89,2630.95,2220.30,7082594.00,253336.00
15-Dec-23,Friday,December,Q4,2023,EQ,2478.00,2500.00,2470.05,2464.15,2492.00,2495.60,2487.92,2630.95,2220.30,7966076.00,219982.00
14-Dec-23,Thursday,December,Q4,2023,EQ,2454.00,2474.95,2442.65,2433.95,2463.55,2464.15,2464.76,2630.95,2220.30,8486177.00,308013.00
13-Dec-23,Wednesday,December,Q4,2023,EQ,2422.00,2438.35,2406.30,2424.05,2432.05,2433.95,2422.37,2630.95,2220.30,5015591.00,203903.00
12-Dec-23,Tuesday,December,Q4,2023,EQ,2460.00,2464.95,2420.15,2459.35,2424.00,2424.05,2442.73,2630.95,2220.30,4598562.00,164611.00
11-Dec-23,Monday,December,Q4,2023,EQ,2456.00,2467.60,2452.40,2455.75,2460.90,2459.35,2459.80,2630.95,2220.30,3533069.00,148258.00
08-Dec-23,Friday,December,Q4,2023,EQ,2463.85,2476.70,2445.00,2457.05,2451.00,2455.75,2457.48,2630.95,2220.30,5102447.00,193898.00
07-Dec-23,Thursday,December,Q4,2023,EQ,2460.00,2460.95,2442.00,2461.10,2456.15,2457.05,2453.62,2630.95,2220.30,4071048.00,169328.00
06-Dec-23,Wednesday,December,Q4,2023,EQ,2447.10,2472.95,2435.00,2437.75,2462.00,2461.10,2459.66,2630.95,2220.30,8211221.00,203350.00
05-Dec-23,Tuesday,December,Q4,2023,EQ,2439.00,2440.85,2421.65,2420.20,2437.15,2437.75,2435.32,2630.95,2220.30,6346812.00,270813.00
04-Dec-23,Monday,December,Q4,2023,EQ,2450.00,2450.00,2398.60,2394.30,2421.00,2420.20,2417.16,2630.95,2220.30,7795495.00,249010.00
01-Dec-23,Friday,December,Q4,2023,EQ,2378.00,2396.40,2377.60,2377.45,2393.00,2394.30,2389.47,2630.95,2220.30,7171421.00,218016.00
30-Nov-23,Thursday,November,Q4,2023,EQ,2394.70,2400.70,2369.90,2400.70,2379.00,2377.45,2382.58,2630.95,2220.30,14219992.00,368003.00
29-Nov-23,Wednesday,November,Q4,2023,EQ,2408.00,2411.95,2398.05,2394.40,2400.00,2400.70,2406.54,2630.95,2220.30,6265653.00,161091.00
28-Nov-23,Tuesday,November,Q4,2023,EQ,2393.90,2399.70,2375.25,2393.90,2395.15,2394.40,2383.04,2630.95,2220.30,6896087.00,221537.00
24-Nov-23,Friday,November,Q4,2023,EQ,2391.60,2402.60,2391.05,2395.50,2394.25,2393.90,2397.29,2630.95,2220.30,3374743.00,182231.00
23-Nov-23,Thursday,November,Q4,2023,EQ,2388.20,2400.00,2388.20,2388.20,2393.90,2395.50,2395.76,2630.95,2220.30,4265771.00,151936.00
22-Nov-23,Wednesday,November,Q4,2023,EQ,2375.00,2394.45,2372.20,2378.90,2387.00,2388.20,2385.76,2630.95,2220.30,4267407.00,177755.00
21-Nov-23,Tuesday,November,Q4,2023,EQ,2366.00,2388.00,2360.20,2349.35,2377.00,2378.90,2377.09,2630.95,2220.30,4107225.00,163809.00
20-Nov-23,Monday,November,Q4,2023,EQ,2348.55,2358.40,2336.40,2355.55,2349.00,2349.35,2346.96,2630.95,2220.30,2245093.00,117438.00
17-Nov-23,Friday,November,Q4,2023,EQ,2352.90,2373.25,2352.05,2360.70,2354.85,2355.55,2363.50,2630.95,2220.30,3879317.00,140454.00
16-Nov-23,Thursday,November,Q4,2023,EQ,2351.10,2374.15,2346.95,2356.45,2358.00,2360.70,2363.74,2630.95,2220.30,6567455.00,179828.00
15-Nov-23,Wednesday,November,Q4,2023,EQ,2340.00,2361.95,2327.00,2314.60,2356.10,2356.45,2346.76,2630.95,2220.30,6110324.00,188402.00
13-Nov-23,Monday,November,Q4,2023,EQ,2322.90,2324.60,2311.70,2330.65,2315.10,2314.60,2316.15,2630.95,2220.30,1927405.00,101023.00
12-Nov-23,Sunday,November,Q4,2023,EQ,2326.05,2332.00,2322.50,2314.90,2330.90,2330.65,2328.71,2630.95,2220.30,709922.00,54331.00
10-Nov-23,Friday,November,Q4,2023,EQ,2305.55,2316.35,2298.05,2310.55,2315.90,2314.90,2308.66,2630.95,2220.30,3867477.00,144846.00
09-Nov-23,Thursday,November,Q4,2023,EQ,2335.85,2335.90,2304.20,2335.90,2311.45,2310.55,2316.51,2630.95,2220.30,7256805.00,264597.00
08-Nov-23,Wednesday,November,Q4,2023,EQ,2332.00,2341.00,2321.75,2323.80,2333.75,2335.90,2335.80,2630.95,2220.30,3942247.00,150160.00
07-Nov-23,Tuesday,November,Q4,2023,EQ,2334.05,2339.10,2319.55,2339.00,2323.10,2323.80,2328.29,2630.95,2220.30,3480102.00,164587.00
06-Nov-23,Monday,November,Q4,2023,EQ,2332.30,2340.00,2325.60,2319.70,2339.00,2339.00,2334.20,2630.95,2220.30,5323652.00,159387.00
03-Nov-23,Friday,November,Q4,2023,EQ,2327.20,2334.95,2315.75,2320.20,2319.00,2319.70,2325.94,2630.95,2220.30,4425078.00,157991.00
02-Nov-23,Thursday,November,Q4,2023,EQ,2313.95,2324.30,2307.95,2297.40,2319.00,2320.20,2316.45,2630.95,2220.30,5281052.00,156658.00
01-Nov-23,Wednesday,November,Q4,2023,EQ,2289.15,2317.50,2275.20,2287.90,2294.70,2297.40,2301.86,2630.95,2220.30,5154595.00,172384.00
31-Oct-23,Tuesday,October,Q4,2023,EQ,2328.00,2328.00,2282.90,2312.50,2289.00,2287.90,2302.76,2630.95,2220.30,6404219.00,285198.00
30-Oct-23,Monday,October,Q4,2023,EQ,2274.00,2325.00,2269.95,2265.80,2309.00,2312.50,2310.35,2630.95,2220.30,8406652.00,352375.00
27-Oct-23,Friday,October,Q4,2023,EQ,2240.00,2273.50,2235.95,2226.50,2266.15,2265.80,2262.35,2630.95,2220.30,5885542.00,247495.00
26-Oct-23,Thursday,October,Q4,2023,EQ,2251.00,2258.00,2220.30,2257.95,2223.00,2226.50,2232.86,2630.95,2220.30,7611267.00,349499.00
25-Oct-23,Wednesday,October,Q4,2023,EQ,2250.05,2281.20,2243.00,2263.20,2256.00,2257.95,2261.49,2630.95,2243.00,5810344.00,276253.00
23-Oct-23,Monday,October,Q4,2023,EQ,2290.00,2306.25,2255.25,2299.10,2262.90,2263.20,2283.24,2630.95,2255.25,3926981.00,229519.00
20-Oct-23,Friday,October,Q4,2023,EQ,2300.00,2314.70,2296.30,2306.15,2296.60,2299.10,2302.59,2630.95,2295.00,4456656.00,236801.00
19-Oct-23,Thursday,October,Q4,2023,EQ,2312.00,2321.80,2301.00,2324.00,2304.65,2306.15,2310.08,2630.95,2295.00,6016278.00,306999.00
18-Oct-23,Wednesday,October,Q4,2023,EQ,2355.25,2367.00,2321.00,2355.25,2321.40,2324.00,2341.91,2630.95,2295.00,4459160.00,197131.00
17-Oct-23,Tuesday,October,Q4,2023,EQ,2356.00,2359.70,2341.30,2344.05,2356.20,2355.25,2350.51,2630.95,2295.00,3964090.00,132520.00
16-Oct-23,Monday,October,Q4,2023,EQ,2345.00,2354.55,2336.00,2349.30,2345.80,2344.05,2346.59,2630.95,2295.00,2964518.00,174031.00
13-Oct-23,Friday,October,Q4,2023,EQ,2340.00,2357.50,2329.15,2349.40,2344.95,2349.30,2344.56,2630.95,2295.00,5075158.00,196532.00
12-Oct-23,Thursday,October,Q4,2023,EQ,2343.85,2359.35,2338.15,2345.05,2347.35,2349.40,2350.76,2630.95,2295.00,6277225.00,231306.00
11-Oct-23,Wednesday,October,Q4,2023,EQ,2314.45,2349.70,2313.00,2308.40,2345.75,2345.05,2333.86,2630.95,2295.00,4907059.00,199005.00
10-Oct-23,Tuesday,October,Q4,2023,EQ,2306.55,2317.90,2303.75,2298.25,2310.30,2308.40,2309.03,2630.95,2295.00,5118016.00,240623.00
09-Oct-23,Monday,October,Q4,2023,EQ,2308.10,2311.95,2295.00,2318.00,2295.15,2298.25,2302.95,2630.95,2295.00,3788439.00,215473.00
06-Oct-23,Friday,October,Q4,2023,EQ,2317.05,2324.80,2312.05,2314.10,2317.65,2318.00,2318.80,2630.95,2295.10,2715513.00,165579.00
05-Oct-23,Thursday,October,Q4,2023,EQ,2319.25,2329.40,2309.00,2314.15,2312.90,2314.10,2317.43,2630.95,2295.10,5476841.00,220239.00
04-Oct-23,Wednesday,October,Q4,2023,EQ,2309.00,2319.00,2295.10,2318.15,2314.10,2314.15,2304.24,2630.95,2295.10,5143193.00,261511.00
03-Oct-23,Tuesday,October,Q4,2023,EQ,2329.95,2335.60,2316.00,2345.00,2318.40,2318.15,2322.04,2630.95,2316.00,4429528.00,192207.00
